GENIE3_links,PIDC_links,GRNBOOST2_links,phase_synchrony_links
FCRLA_PF4,FCGR2B_PGRMC1,FCRLA_SERPINF1,RAMP1_TMEM40
GZMH_LY6G6F,LAT2_TSC22D1,CA2_TMEM40,PF4_S1PR5
PKIG_SEPT5,CCL3_MMD,ALDH2_LY6G6F,LINC00926_TREML1
FCRL6_IFI30,PRR5_SNCA,CCL3_CLDN5,PF4_SNX29P2
ENHO_TMEM40,MS4A6A_NRGN,PLD4_TREML1,AC147651.3_C2orf88
CD19_GPR56,CLDN5_S100A8,GNG11_IFI30,FCRL6_GP9
CLU_TMEM40,CLU_ITGA2B,PLEKHF1_SERPINF1,FOLR3_S100A12
PLD4_TREML1,CLEC1B_KLRG1,AC147651.3_CLDN5,ACRBP_C2orf88
PLD4_TMEM40,FCGR2B_LAT2,GP9_TMEM40,S1PR5_TREML1
CTSS_S1PR5,MMD_SPIB,CLU_TREML1,PLBD1_PTGS1
CD1C_CLEC10A,IRF8_SNCA,PPBP_SERPINF1,ASGR1_CDA
GIMAP7_GNG11,CCL3_CD247,LGALS1_S100A11,MYL9_PF4
AQP3_IGFBP7,EAF2_MS4A6A,AC147651.3_C2orf88,ITGA2B_RAMP1
HVCN1_PRSS23,PTCRA_TSC22D1,FGFBP2_TMEM40,CLDN5_JAKMIP1
AKR1C3_BLNK,CCL3_S100A8,ARHGAP24_TREML1,CD1C_ENHO
ARHGAP24_KLRG1,CLDN5_TSC22D1,ADAM28_ASGR1,ASGR1_C5AR1
LITAF_PTCRA,LAT2_S100A8,CLU_MAFB,FCRL6_GNG11
AP001189.4_TMEM40,PGRMC1_SWAP70,GSN_SERPINF1,CD160_S100A12
CCL5_GZMK,LYAR_MAL,CCL5_HOPX,GZMH_LY6G6F
GP9_TMEM40,JAKMIP1_PGRMC1,KIAA0125_LINC00926,HLA-DOB_TMEM40
ALDH2_LY6G6F,CLDN5_PGRMC1,ENHO_TREML1,ENHO_PLD4
ITGA2B_TREML1,AKR1C3_GP9,ASGR1_LY6G6F,MYL9_S1PR5
CD37_KIAA0125,FCGR2B_SWAP70,NRGN_S100A12,GNG11_TREML1
LGALS1_S100A11,IRF8_NRGN,CCL5_GZMK,AP001189.4_TCL1A
KLRC1_XCL2,CD247_PRR5,IL32_LGALS1,HLA-DOB_TREML1
IFI30_LY6G6F,CLDN5_SPIB,PTCRA_S100A12,CLEC10A_IFI30
APOBEC3A_LY6G6F,CD247_TUBB1,CD9_IFI30,ARHGAP24_TMEM40
CCL3_CLDN5,EAF2_IRF8,C5orf56_RAMP1,SPARC_TMEM40
PARVB_SERPINF1,LGALS2_PTGS1,FGL2_LY6G6F,GP9_SEPT5
IFI30_SNCA,FCGR2B_JAKMIP1,GSN_TMEM40,ASGR1_PHACTR1
GZMA_GZMK,CCL3_SWAP70,PLD4_SERPINF1,AP001189.4_MYL9
FCER1A_IL1B,C2orf88_NKG7,IFI30_SEPT5,C2orf88_SERPINF1
IGFBP7_S100A12,FCGR2B_LDLRAP1,GZMA_GZMK,LINC00926_PF4
CEBPB_SWAP70,CLDN5_SWAP70,CCL5_LYAR,GNG11_XCL1
FERMT3_PNOC,FOLR3_SPIB,ASGR1_MAFB,LINC00926_TMEM40
APOBEC3A_RGS18,CD247_SNCA,CEBPB_CLEC10A,IFI30_PLD4
GPR56_IGLL5,IL1B_LGALS2,HLA-DPB1_HLA-DRB1,TCL1A_TREML1
FCRL6_SNCA,CCL3_JAKMIP1,MZB1_TREML1,FCRL6_TMEM40
LINC00926_SERPINF1,CLDN5_JAKMIP1,ARHGAP24_C2orf88,GP9_PRSS23
GP1BA_SNX29P2,KLRG1_NCR3,IGFBP7_S100A12,LINC00926_S1PR5
CD79A_S1PR5,LAT2_PGRMC1,FCRL6_IFI30,CLEC1B_GAS2L1
FCGR2B_S100A12,ITGA2B_MARCH2,XCL1_XCL2,AP001189.4_LY6G6F
CCL5_XCL2,GP1BA_PRR5,CLU_LY6G6F,IGSF6_MAFB
GSN_TREML1,CLDN5_MMD,CLEC1B_S100A12,AC147651.3_CLDN5
C9orf142_GNG11,IGLL5_RP11-367G6.3,PKIG_SEPT5,GPR56_LY6G6F
CLU_TREML1,FCGR2B_PTCRA,ACRBP_IGSF6,AP001189.4_SNX29P2
CD9_PTGS1,FCGR2B_MMD,HLA-DOB_SERPINF1,ACRBP_CLEC1B
CLEC1B_S100A12,IRF8_MS4A6A,CLU_SERPINF1,MYL9_SNX29P2
IGFBP7_NRGN,HLA-DMB_PTGS1,MARCH2_TREML1,GNG11_RAMP1
CCL5_GZMA,LYAR_S100A12,S100A11_S100A6,GPR56_SEPT5
CST3_PARVB,F13A1_LGALS2,GP9_TREML1,PF4_TMEM40
HLA-DPA1_MYL9,IGLL5_MYL9,LAT2_S100A12,CD1C_PLD4
CTSW_ITGA2B,IRF8_TUBB1,HLA-DMA_LY6G6F,ARHGAP24_PF4
CLU_MAFB,RGS18_ZAP70,FPR1_LY6G6F,CLEC1B_PTCRA
COTL1_RP11-367G6.3,CMTM5_PTGS1,PF4_SERPINF1,APOBEC3A_IFI30
CCL3_RAMP1,CCL3_IRF8,MS4A1_TREML1,RAMP1_TREML1
CA2_GP9,LAT2_SPIB,MARCH2_TMEM40,GSN_SERPINF1
AC147651.3_CLDN5,CD79B_TPM1,PRSS23_TMEM40,APOBEC3A_ASGR1
CMTM5_PTGS1,KLRG1_LYAR,GAS2L1_S100A12,SPARC_TREML1
GPR56_IGSF6,EAF2_PRR5,CA2_IFI30,CD160_CD19
GSN_SERPINF1,HLA-DQA1_SMIM14,PKIG_TMEM40,CLEC10A_FCER1A
HINT1_PTCRA,C9orf142_CD72,PF4_TREML1,ALDH2_IFI30
AC147651.3_CLEC1B,KLRC1_KLRG1,ITGA2B_SERPINF1,AP001189.4_HLA-DOB
CA2_IFI30,LDLRAP1_SPIB,LGALS1_MYL9,CLEC10A_GSN
MAP3K7CL_TREML1,PTCRA_SPIB,CCL5_IL32,S1PR5_TMEM40
FOLR3_KIAA0125,CLEC10A_GSN,FGL2_IGSF6,S1PR5_SNX29P2
PLEKHF1_SERPINF1,AC147651.3_KLRG1,ABI3_TCL1A,FCER1A_SERPINF1
FCER1A_TMEM40,CMTM5_IL1B,FPR1_IFI30,AP001189.4_FCRLA
CCL3_F13A1,S100A8_SPIB,FCER1A_TREML1,ENHO_PHACTR1
ALDH2_IFI30,CMTM5_F13A1,HOPX_NKG7,FCRLA_PF4
FCER1A_SDPR,CLU_MARCH2,C5AR1_FCER1G,CD160_PNOC
FCER1A_SNX29P2,ACRBP_HIST1H2AC,CDA_IFITM3,FCRL6_ITGA2B
IFITM3_IGLL5,NRGN_PRR5,GNLY_NKG7,IGSF6_PHACTR1
CD79A_PTGS1,KLRC1_NCR3,CD247_TCL1A,IFI30_PLBD1
IRF8_MAP3K7CL,LAT2_MMD,IL32_LTB,HLA-DOB_ITGA2B
FPR1_IFI30,AC147651.3_GAS2L1,JAKMIP1_SMCO4,ASGR1_SMCO4
LYAR_PNOC,HLA-DMB_IL1B,HLA-DQA1_TYROBP,CLEC10A_PHACTR1
ARPC1B_KLRC1,F13A1_HLA-DMB,AC147651.3_FOLR3,PRSS23_RAMP1
IL1B_SDPR,MYL9_RP11-367G6.3,IGSF6_LY6G6F,PTGS1_SMCO4
GZMH_IFI30,FCGR2B_FOLR3,ARPC1B_COTL1,GP9_XCL1
AP001189.4_CLEC10A,PLEKHF1_PRF1,ASGR1_CDA,MAFB_PHACTR1
ACRBP_PTGDR,FCER1A_MAP3K7CL,CD72_TCL1A,IGSF6_PTGS1
PTGDR_SERPINF1,NRGN_RGS18,HLA-DQA1_LY6G6F,CD19_PNOC
HLA-DQA1_IFI30,GNG11_SDPR,LINC00926_TCL1A,GNG11_SPARC
GPR56_SEPT5,PTCRA_S100A8,FCER1A_SEPT5,TCL1A_TMEM40
CCL5_IGLL5,GP1BA_RGS18,HLA-DQB1_HLA-DRB1,AP001189.4_GNG11
FCER1G_SMIM14,FCGR2B_TSC22D1,CLIC3_TREML1,IFI30_IGFBP7
PTGDR_TREML1,AC147651.3_KLRC1,CD1C_CDA,MYL9_TREML1
CCL5_HAVCR2,CD72_TCL1A,GPR56_IGLL5,ARHGAP24_S1PR5
APOBEC3A_NRGN,GZMB_PARVB,S1PR5_SERPINF1,AP001189.4_PKIG
HLA-DOB_PRSS23,FCRLA_P2RX5,LGALS1_LGALS3,SNX29P2_TREML1
BLNK_PLBD1,CLDN5_FOLR3,IL32_LGALS3,GP9_HLA-DOB
F13A1_PTGS1,CLEC1B_NCR3,CLIC3_SERPINF1,AC147651.3_ACRBP
ENHO_LY6G6F,PGRMC1_TUBB1,LGALS1_S100A6,FCGR2B_FOLR3
KLRC1_XCL1,GAS2L1_PLA2G12A,C5AR1_CST3,C5AR1_PTGS1
ASGR1_MAFB,CD1C_PLD4,LY6G6F_TMEM40,FGFBP2_TMEM40
KIAA0125_PRSS23,AC147651.3_PLA2G12A,BLNK_PLBD1,PRSS23_TMEM40
AC147651.3_C2orf88,LAT2_SWAP70,GP1BA_LGALS2,PF4_TCL1A
FCRLA_SERPINF1,SPIB_TSC22D1,HLA-DMA_HLA-DRB1,FPR1_IFI30
GAS2L1_S100A12,HLA-DMB_LGALS2,CST3_PARVB,C5AR1_IGSF6
CD2_SPIB,GAS2L1_NCR3,GP9_SERPINF1,LY6G6F_PRSS23
MS4A1_PRSS23,PGRMC1_SPIB,AKR1C3_PLBD1,IGSF6_PLBD1
S100A6_SDPR,AC147651.3_NCR3,CTSS_S1PR5,IGFBP7_MAFB
NRGN_PPBP,JAKMIP1_LAT2,LST1_TYROBP,LINC00926_SNX29P2
GSN_TMEM40,EAF2_RGS18,PLEKHF1_TMEM40,AC147651.3_GAS2L1
CD9_CMTM5,GAS2L1_KLRG1,AC147651.3_S100A12,FGL2_IFI30
CLDN5_PTCRA,SNCA_ZAP70,HLA-DQA1_IFI30,IFI30_SERPINF1
CD160_CLEC1B,GZMK_PLA2G12A,PF4_TMEM40,SEPT5_TMEM40
S100A11_S100A6,PLD4_SPARC,HVCN1_SERPINF1,AP001189.4_SPARC
HAVCR2_PTGS1,PGRMC1_PTCRA,GZMH_IFI30,C2orf88_GAS2L1
IGLL5_SPIB,CD1C_SPARC,CDA_TYROBP,MAFB_PTGS1
FCN1_SPIB,IRF8_RGS18,CD247_PLBD1,GPR56_XCL1
HLA-DOB_SERPINF1,LDLRAP1_S100A8,GZMB_NKG7,FCRLA_TREML1
AKR1C3_GP9,GAS2L1_GZMK,RAMP1_TMEM40,AP001189.4_CD72
FCRLA_TSC22D1,GAS2L1_KLRC1,GNG11_TREML1,PKIG_TREML1
CD247_FCRLA,RP11-367G6.3_S1PR5,PHACTR1_TMEM40,XCL1_XCL2
ASGR1_IGSF6,AC147651.3_GZMK,IFITM3_NCF2,NRGN_PTGS1
GP9_LY6G6F,CCL4_PF4,CA2_SERPINF1,MAFB_PLBD1
HIST1H2AC_SNCA,CCL3_SPIB,GZMB_TMEM40,PTGS1_RGS18
CDA_IGSF6,AP001189.4_PKIG,CLDN5_S100A12,GP9_GZMH
AKR1C3_PLBD1,PTCRA_SWAP70,ARPC1B_S100A6,FCER1A_PLD4
KLRB1_LAT2,EAF2_SNCA,KLRC1_S100A12,LY6G6F_XCL2
FCGRT_FCRL6,AC147651.3_CLEC1B,GZMK_LYAR,CDA_PTGS1
IL32_LTB,CD79B_HOPX,ARPC1B_IGSF6,AP001189.4_IGLL5
C1orf162_GNG11,MAL_S100A12,EAF2_NCF2,CD19_SNX29P2
CD72_TCL1A,MS4A6A_PRR5,GIMAP7_IFI30,ACRBP_GAS2L1
IGFBP7_LY6G6F,CLEC1B_KLRC1,AP001189.4_CLEC10A,FCRL6_TREML1
GZMA_RP11-367G6.3,CD2_LYAR,F13A1_MS4A6A,GNG11_GPR56
BLNK_SNX29P2,FOLR3_LAT2,AIF1_IL32,PLBD1_SMCO4
GSTP1_PTGDR,IGLL5_S1PR5,HOPX_TCL1A,APOBEC3A_PTGS1
IL1B_PTGS1,FOLR3_TUBB1,ITGA2B_LY6G6F,APOBEC3A_IGSF6
CYBA_MAP3K7CL,CD19_HOPX,HLA-DQA1_HLA-DRB1,FCRL6_SEPT5
LAT2_PNOC,AC147651.3_AQP3,CCL5_IGLL5,AP001189.4_RAMP1
F13A1_MS4A6A,NCR3_PLA2G12A,DYNLL1_SMCO4,CDA_MAFB
GPR56_LY6G6F,CD160_GZMK,SMCO4_TCL1A,TMEM40_XCL2
FGL2_IFI30,CD19_KIAA0125,GP9_IFI30,FOLR3_SNCA
FGFBP2_TMEM40,KLRG1_PLA2G12A,CD79A_FGFBP2,IFI30_PTGS1
CST3_IL1B,JAKMIP1_PTCRA,ENHO_IFI30,CDA_IGSF6
CD1C_SERPINF1,PGRMC1_ZAP70,ASGR1_IGSF6,GP9_SPARC
C5AR1_FCER1G,ENHO_GP9,BLVRA_NCF2,FPR1_MAFB
PPBP_SERPINF1,MYL9_S1PR5,MFSD1_TMEM40,RAMP1_SEPT5
GNG11_GP9,NRGN_SNCA,HLA-DPA1_HLA-DRB1,GNG11_GZMH
CD79B_SNX29P2,CLU_FCER1A,APOBEC3G_NKG7,ARHGAP24_LINC00926
GZMH_MYL9,ADAM28_C5AR1,COTL1_CYBA,GP9_XCL2
NCOA4_PARVB,CMTM5_HLA-DMB,KLRC1_XCL2,APOBEC3A_MAFB
FGL2_IGSF6,MS4A6A_SNCA,GRN_TYROBP,CDA_IFI30
FCER1A_TREML1,LINC00926_MZB1,COTL1_HLA-DPA1,CD160_KLRC1
CYBA_RP11-367G6.3,CD79B_KIAA0125,APOBEC3A_S100A12,LINC00926_MYL9
CD72_IGLL5,CCL3_FCGR2B,CD79A_SERPINF1,CD72_TREML1
HLA-DPB1_HLA-DRB1,AQP3_KLRG1,CD1C_CLEC10A,CA2_IFI30
IL32_LGALS1,C9orf142_TCL1A,P2RX5_TCL1A,IGFBP7_IGSF6
GIMAP5_GPR56,MMD_PTCRA,C5orf56_TMEM40,ITGA2B_PRSS23
ASGR1_SEPT5,HLA-DOB_PARVB,CCL5_XCL1,AC147651.3_PTCRA
APOBEC3G_MPP1,BLNK_HOPX,IL1B_TYROBP,ALDH2_ASGR1
CD1C_CDA,TUBB1_ZAP70,GPX1_HLA-DMA,CD19_KIAA0125
FCGR3A_PTCRA,LDLRAP1_PGRMC1,MZB1_TMEM40,KIAA0125_SNX29P2
LINC00926_TCL1A,CLEC1B_LYAR,FCGR3A_HLA-DMB,JAKMIP1_PTCRA
JAKMIP1_S100A12,FCER1G_FCN1,CD72_TMEM40,ITGA2B_SEPT5
CCL4_S1PR5,CD19_CD79B,CLIC3_TMEM40,GZMH_SEPT5
BLVRA_IL1B,HOPX_PNOC,AKR1C3_LY6G6F,FGFBP2_TREML1
FCER1A_GP1BA,LINC00926_TCL1A,CYBA_IL32,NRGN_SNCA
MS4A1_PTCRA,LGALS2_RGS18,ALDH2_IFI30,PHACTR1_PLBD1
IFITM3_SPARC,AQP3_GAS2L1,CLEC10A_LY6G6F,CD160_SNX29P2
CTSS_SWAP70,PGRMC1_PRR5,LINC00926_TREML1,ENHO_MAFB
IL32_UBB,APOBEC3A_SMIM14,CD19_GPR56,ARHGAP24_FCRLA
GNLY_MAP3K7CL,GP1BA_SNCA,ENHO_SERPINF1,LY6G6F_SPARC
GYG1_NCR3,BLNK_PNOC,HLA-DMB_PLBD1,TMEM40_XCL1
ARPC1B_PHACTR1,PLD4_TMEM40,IGSF6_LST1,ASGR1_FPR1
GPR56_IFI30,AQP3_PLA2G12A,HAVCR2_LY6G6F,GZMH_TMEM40
SEPT5_SNCA,CCL4_S1PR5,CCL4_NKG7,CD160_KIAA0125
KLRB1_S100A12,CCL3_ZAP70,CCL4_S1PR5,FCGR2B_S100A12
FCGR2B_S100A8,S100A8_TSC22D1,MAP3K7CL_MS4A6A,CA2_CLEC10A
PTGDR_TMEM40,CLU_MFSD1,CD160_CLDN5,CD1C_IFI30
ENHO_GP9,LDLRAP1_SWAP70,ABI3_MS4A6A,S1PR5_TCL1A
JAKMIP1_NCR3,KLRC1_PLA2G12A,FCGR3A_IFI30,PHACTR1_SERPINF1
FOLR3_S100A12,GZMK_KLRG1,ALDH2_IFITM3,CDA_PLBD1
GZMK_LYAR,KLRB1_KLRG1,C5orf56_TPM4,KLRC1_S100A12
ASGR1_CDA,SPARC_TMEM40,ARHGAP24_PLBD1,ASGR1_ENHO
LGALS1_S100A6,CLIC3_TREML1,FCGR2B_S100A8,AP001189.4_TTC38
AC147651.3_S100A12,MAP3K7CL_MFSD1,SDPR_TMEM40,IFI30_SMCO4
HLA-DMB_HLA-DOB,KLRB1_LDLRAP1,CD1C_LY6G6F,IL1B_PTGS1
C5orf56_TPM4,MMD_TUBB1,CCL5_KLRC1,IGFBP7_PTGS1
CD247_SWAP70,JAKMIP1_LDLRAP1,GYG1_NCF2,AP001189.4_FGFBP2
F13A1_P2RX5,ARHGAP24_GNLY,C5AR1_TYROBP,C5AR1_PLBD1
MARCH2_PF4,S100A8_TUBB1,CD9_XCL1,AP001189.4_FCRL6
MAP3K7CL_SERPINF1,P2RX5_SPON2,JAKMIP1_S100A8,IGLL5_PF4
FCRL6_GP9,KIAA0125_TPM1,IRF8_PARVB,ALDH2_IGSF6
NRGN_PTGS1,ARPC5L_HIST1H2AC,GRN_SEPT5,RAMP1_XCL1
LY6G6F_SEPT5,LYAR_NCR3,HAVCR2_HLA-DRB1,ENHO_FCER1A
BLNK_SPARC,CD247_FOLR3,PTGS1_SMCO4,IGFBP7_PLBD1
PF4_TPM1,AKR1C3_ENHO,FCRL6_TMEM40,MYL9_TMEM40
CD72_LINC00926,AKR1C3_RAMP1,CD9_IFITM3,C5AR1_IFI30
PLD4_SERPINF1,LINC00926_MS4A1,C5AR1_SMCO4,SNX29P2_TMEM40
ARPC1B_COTL1,CCL5_HOPX,CCL3_MS4A6A,ARHGAP24_TCL1A
GPX1_SDPR,KLRB1_S100A12,FPR1_LINC00936,GNG11_PRSS23
MZB1_RP11-367G6.3,GZMK_NCR3,ARPC1B_TNFSF13B,IGLL5_TREML1
IGFBP7_SWAP70,CLEC1B_GAS2L1,CDA_FCER1G,CD19_MYL9
COTL1_SPIB,GZMK_KLRC1,CCL3_S100A8,MS4A6A_PTGS1
CEBPB_TSC22D1,CD72_LINC00926,CST3_GZMK,APOBEC3A_PHACTR1
IGFBP7_SEPT5,C5orf56_SPARC,CD247_SEPT5,PKIG_TMEM40
IRF8_PARVB,CD2_S100A12,CD9_NCF2,ASGR1_FGL2
LINC00926_PRSS23,S100A12_SPIB,FPR1_TYROBP,LINC00926_TCL1A
FPR1_SNCA,LDLRAP1_MMD,FPR1_LST1,CLDN5_GAS2L1
IFITM3_XCL2,CD1C_TMEM40,BLVRA_IGSF6,FGFBP2_GP9
GP9_IFI30,KLRB1_MAL,CCL5_GZMA,ARHGAP24_MYL9
APOBEC3A_IFI30,H2AFY_ITGA2B,CD72_GRN,FCRL6_RAMP1
MARCH2_PLD4,PRSS23_XCL2,PKIG_TCL1A,C2orf88_CLEC10A
RAMP1_TMEM40,APOBEC3A_HLA-DQA1,C1orf162_LYAR,ALDH2_PHACTR1
LINC00936_SNCA,KLRB1_TSC22D1,CD79A_S1PR5,IGLL5_S1PR5
ADAM28_PTGS1,PF4_S1PR5,FGL2_IFI30,CD19_S1PR5
CD79A_LINC00926,CD160_HIST1H2AC,IGLL5_SERPINF1,FCRL6_XCL1
ODC1_PF4,CDA_TNFSF13B,CA2_CLEC10A,ITGA2B_SPARC
PLBD1_SEPT5,AQP3_NCR3,SDPR_TREML1,CD160_PF4
GP1BA_TTC38,HOPX_KIAA0125,PHACTR1_TREML1,ARHGAP24_SNX29P2
CD1C_PLD4,HOPX_TPM1,FPR1_GRN,FCRLA_TMEM40
FCER1A_SWAP70,IGSF6_SEPT5,LY6G6F_MAFB,ASGR1_TNFSF13B
CD37_FCRL6,AQP3_KLRC1,NCR3_S100A12,FGFBP2_ITGA2B
NCOA4_SWAP70,MS4A1_MZB1,AP001189.4_C2orf88,CD19_S100A12
DYNLL1_PTCRA,ABI3_CA2,IGFBP7_LY6G6F,KIAA0125_MYL9
ID2_RP11-367G6.3,BLNK_CD19,CYBA_LGALS1,PRSS23_TREML1
MS4A6A_P2RX5,CA2_RAMP1,IRF8_TNFSF13B,ARHGAP24_HLA-DOB
HLA-DOB_IGFBP7,CD160_PLA2G12A,BLNK_CLDN5,MAFB_SMCO4
KLRC1_S100A12,C5orf56_CD1C,SAMD3_TMEM40,GSN_PLD4
GSTP1_MYL9,FCRLA_SPON2,FCER1G_SMIM14,GNG11_XCL2
LINC00936_TUBB1,CCL4_CST7,IL1B_MS4A6A,GP9_LINC00926
APOBEC3A_S100A12,LYAR_SPIB,HLA-DPA1_SMIM14,CD1C_PHACTR1
IL32_TPM1,FOLR3_PTCRA,ADAM28_IGSF6,ARHGAP24_IGLL5
ODC1_TIGIT,C5orf56_HLA-DOB,PRF1_SEPT5,IFI30_IFITM3
IRF8_PPBP,LYAR_TSC22D1,IRF8_TYROBP,TREML1_TTC38
CYBA_KLRB1,CD247_IRF8,FCGR2B_S100A12,ITGA2B_XCL1
CD37_PARVB,CCL3_CLDN5,HLA-DQA1_MAFB,MYL9_TCL1A
C5AR1_XCL2,CD2_KLRB1,GPR56_IGSF6,CD1C_GSN
CD72_TREML1,CCL5_CD79B,ARHGAP24_KLRG1,CMTM5_SEPT5
CLIC3_TREML1,ARHGAP24_LINC00926,BLVRA_FGL2,IGFBP7_PHACTR1
HOPX_PLD4,CCL5_TPM1,FOLR3_S100A12,HLA-DOB_LY6G6F
ID2_TALDO1,CD19_TPM1,S100A11_SRGN,ITGA2B_LINC00926
CCL5_PTGDR,CD19_PNOC,CD79B_FGFBP2,TREML1_XCL2
PGRMC1_XCL1,KLRB1_NCR3,C5AR1_LST1,APOBEC3A_PLBD1
C1orf162_S1PR5,CMTM5_RGS18,GIMAP5_IGSF6,PHACTR1_PTGS1
SAT1_TIGIT,BLNK_CD79B,LGALS3_TYMP,GZMH_RAMP1
COTL1_NRGN,CLEC1B_PLA2G12A,CCL5_CYBA,PNOC_S100A12
FGL2_LY6G6F,MZB1_TCL1A,LYAR_NKG7,C5AR1_CDA
KLRC1_SNX29P2,AQP3_CLEC1B,FCRL6_TPM4,CD160_MYL9
HAVCR2_MZB1,SWAP70_TSC22D1,FCER1A_SDPR,APOBEC3A_IGFBP7
CDA_RGS18,PGRMC1_TSC22D1,ADAM28_FCN1,ARHGAP24_ITGA2B
AKR1C3_GZMH,CLU_H2AFY,SNCA_TYROBP,GZMH_XCL1
COTL1_MARCH2,ARHGAP24_TCL1A,SDPR_SERPINF1,KIAA0125_S1PR5
BLVRA_FGL2,MS4A1_PPBP,LITAF_S100A12,ARHGAP24_GP9
